Epoch 1/50, Loss: 17.737191557884216
Epoch 2/50, Loss: 16.902806758880615
Epoch 3/50, Loss: 17.16854876279831
Epoch 4/50, Loss: 15.758183002471924
Epoch 5/50, Loss: 15.22185069322586
Epoch 6/50, Loss: 12.774098515510559
Epoch 7/50, Loss: 12.683132827281952
Epoch 8/50, Loss: 10.470242410898209
Epoch 9/50, Loss: 8.565472513437271
Epoch 10/50, Loss: 6.8358490616083145
Epoch 11/50, Loss: 4.155259132385254
Epoch 12/50, Loss: 2.1924141822382808
Epoch 13/50, Loss: 1.1575855003320612
Epoch 14/50, Loss: 2.72443163767457
Epoch 15/50, Loss: 8.410414263606071
Epoch 16/50, Loss: 4.0071583720855415
Epoch 17/50, Loss: 1.1240108832716942
Epoch 18/50, Loss: 0.4449570160359144
Epoch 19/50, Loss: 0.4455069920513779
Epoch 20/50, Loss: 0.3864475772206788
Epoch 21/50, Loss: 3.6437983009964228
Epoch 22/50, Loss: 0.6296034715487622
Epoch 23/50, Loss: 0.14598314033355564
Epoch 24/50, Loss: 0.03266939068271313
Epoch 25/50, Loss: 0.01121920359582873
Epoch 26/50, Loss: 0.007183906844147714
Epoch 27/50, Loss: 0.006414553645299748
Epoch 28/50, Loss: 0.0049726908837328665
Epoch 29/50, Loss: 0.0041876406448864145
Epoch 30/50, Loss: 0.003808516135904938
Epoch 31/50, Loss: 0.003495199347526068
Epoch 32/50, Loss: 0.003897681879607262
Epoch 33/50, Loss: 0.002859777314370149
Epoch 34/50, Loss: 0.0025877442058117595
Epoch 35/50, Loss: 0.002528062635974493
Epoch 36/50, Loss: 0.0024975444212032016
Epoch 37/50, Loss: 0.0020067255754838698
Epoch 38/50, Loss: 0.0019201080031052697
Epoch 39/50, Loss: 0.0017248995122827182
Epoch 40/50, Loss: 0.0016584552031417843
Epoch 41/50, Loss: 0.0016090600474854
Epoch 42/50, Loss: 0.001657108676226926
Epoch 43/50, Loss: 0.0016015945930121234
Epoch 44/50, Loss: 0.0013284546621434856
Epoch 45/50, Loss: 0.0013951716900919564
Epoch 46/50, Loss: 0.0011457454475021223
Epoch 47/50, Loss: 0.0011211473974981345
Epoch 48/50, Loss: 0.0010370791869718232
Epoch 49/50, Loss: 0.000987495017390927
Epoch 50/50, Loss: 0.0009588646935299039
